gene_id,gene_short_name,cell_group,CeNGEN_annotation,Additional genes used for annotation,Notes,Final annotation,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00011561,ttr-15,84,,,,,0.219280266,22.96726477,0.963562753,0.227572377,0.53174228,0,0
WBGene00045271,F07G6.10,84,,,,,0.265143158,10.90829732,0.923076923,0.287238421,0.518034532,0,0
WBGene00003375,mlp-1,84,,,,,0.242232666,12.46444389,0.947368421,0.255690037,0.516715555,0,0
WBGene00001328,epi-1,85,Muscle,"This cluster does not express lin-12 which is a vm2 gene marker. Instead it prominently expresses egl-15, nkb-1, apx-1 and cdh-4 which are all vm1 gene markers.",,vm1 (vulval muscle),0.455020567,14.02663946,0.995918367,0.456885406,0.727421706,0,0
WBGene00003812,nrf-5,85,,,,,0.456613647,5.703411512,0.934693878,0.488516784,0.721152905,0,0
WBGene00011832,bgal-1,85,,,,,0.418855313,3.246913607,0.910204082,0.460177361,0.677622002,0,0
WBGene00002247,lam-1,85,,,,,0.41999982,5.209628133,0.963265306,0.436016762,0.670007106,0,0
WBGene00002255,lbp-3,85,,,,,0.379262915,18.59718248,0.975510204,0.38878416,0.668524556,0,0
WBGene00002280,let-2,85,,,,,0.29989856,25.40802887,0.995918367,0.301127652,0.664760594,0,0
WBGene00016913,lam-2,85,,,,,0.410086363,4.271468877,0.951020408,0.43120669,0.66019111,0,0
WBGene00015633,C09D4.2,85,,,,,0.343102863,9.40973022,0.93877551,0.365479137,0.650066794,0,0
WBGene00001263,emb-9,85,,,,,0.270535007,13.64244395,0.995918367,0.271643757,0.646909496,0,0
WBGene00006787,unc-52,85,,,,,0.269488457,5.575447182,0.967346939,0.278585114,0.63335704,0,0
WBGene00003934,pat-10,86,Muscle,,,Unassigned sex-specific muscle,0.132636321,161.4026965,1,0.132636321,0.423096431,0,0
WBGene00020808,clik-1,86,,,,,0.145618498,35.2487686,1,0.145618498,0.417339245,0,0
WBGene00002978,lev-11,86,,,,,0.114276133,23.91975341,0.9958159,0.114756285,0.399459708,8.35284934171697e-314,2.87E-307
WBGene00001386,far-2,86,,,,,0.130336737,61.48308241,0.991631799,0.131436625,0.390906747,4.19E-307,1.44E-300
WBGene00010224,F58A3.4,86,,,,,0.175245694,1.915925573,0.631799163,0.277375636,0.371728515,4.38E-292,1.5E-285
WBGene00003371,mlc-3,86,,,,,0.11355137,40.0095981,1,0.11355137,0.359074606,3.53E-282,1.21E-275
WBGene00003370,mlc-2,86,,,,,0.108690089,14.53603833,1,0.108690089,0.34886418,3.47E-274,1.19E-267
WBGene00006408,tag-18,86,,,,,0.147409463,10.83123667,0.945606695,0.155888768,0.331050746,3.02E-260,1.04E-253
WBGene00000066,act-4,86,,,,,0.065168833,14.30232199,0.991631799,0.065718781,0.306421124,5.56E-241,1.91E-234
WBGene00001385,far-1,86,,,,,0.093493752,18.9446947,0.983263598,0.095085135,0.293910704,3.37E-231,1.16E-224
WBGene00001444,flp-1,87,Neurons,,,AVK,0.828875727,96.26041386,1,0.828875727,0.971184499,0,0
WBGene00019160,crf-1,87,,,,,0.580457592,112.9240145,1,0.580457592,0.960778827,0,0
WBGene00006979,zig-2,87,,,,,0.66087265,32.09895373,0.98245614,0.672673947,0.863728908,0,0
WBGene00022472,Y119C1B.6,87,,,,,0.331334881,6.620374256,0.947368421,0.349742375,0.736702886,0,0
WBGene00019324,K02F2.5,87,,,,,0.077473164,21.29742407,1,0.077473164,0.628346947,0,0
WBGene00017748,F23F1.7,87,,,,,0.262926058,6.589817898,0.907894737,0.289599716,0.609409345,0,0
WBGene00003748,nlp-10,87,,,,,0.063748847,6.245816096,0.929824561,0.068560081,0.473478759,0,0
WBGene00022202,Y72A10A.1,87,,,,,0.094598099,3.771354037,0.833333333,0.113517719,0.394663936,8.7E-298,2.99E-291
WBGene00017292,F09E5.16,87,,,,,0.07203067,3.853572069,0.833333333,0.086436804,0.375450463,2.43E-283,8.37E-277
WBGene00011392,sbt-1,87,,,,,0.033489058,17.08633828,0.995614035,0.033636587,0.36796992,1.02E-277,3.52E-271
WBGene00022254,Y73B6BL.35,88,Neurons,,,RIH_RIR,0.402293255,104.3672415,0.644444444,0.624248155,0.451619789,0,0
WBGene00045336,R11D1.12,88,,,,,0.14222931,4.941309069,0.68,0.20916075,0.388108448,1.49E-289,5.12E-283
WBGene00019975,flp-34,88,,,,,0.083659988,2.945831171,0.711111111,0.117646858,0.361672305,6.62E-270,2.28E-263
WBGene00011392,sbt-1,88,,,,,0.033726771,17.62132995,0.977777778,0.034493289,0.359262333,4.09E-268,1.41E-261
WBGene00018363,nlp-52,88,,,,,0.151500399,5.57660181,0.488888889,0.309887179,0.332881236,1.61E-248,5.55E-242
WBGene00008589,nlp-57,88,,,,,0.076662972,2.649800587,0.662222222,0.115766233,0.291339521,1.12E-217,3.84E-211
WBGene00003743,nlp-5,88,,,,,0.08606007,4.214042575,0.462222222,0.18618765,0.28605374,9.33E-214,3.21E-207
WBGene00022144,pghm-1,88,,,,,0.027292862,5.77047457,0.911111111,0.029955581,0.274092881,6.99E-205,2.4E-198
WBGene00021043,pck-1,88,,,,,0.039696295,4.941697449,0.88,0.045109426,0.264173078,1.6E-197,5.49E-191
WBGene00010262,droe-4,88,,,,,0.062599019,12.94784398,0.497777778,0.125756958,0.254639607,1.88E-190,6.47E-184
WBGene00007219,nlp-38,89,Neurons,,,AIA,0.470491357,29.12152392,0.99537037,0.472679689,0.909140221,0,0
WBGene00001462,flp-19,89,,,,,0.36152055,117.1488938,1,0.36152055,0.840846732,0,0
WBGene00001445,flp-2,89,,,,,0.287808506,18.42002683,0.976851852,0.294628612,0.796730657,0,0
WBGene00002111,ins-28,89,,,,,0.264474466,29.85463134,1,0.264474466,0.71992236,0,0
WBGene00002101,ins-18,89,,,,,0.245428509,15.06630049,0.976851852,0.251244351,0.694567903,0,0
WBGene00002112,ins-29,89,,,,,0.380478518,4.453197629,0.787037037,0.483431529,0.60605654,0,0
WBGene00018590,nlp-37,89,,,,,0.150003783,9.342214587,0.962962963,0.155773159,0.60429942,0,0
WBGene00002084,ins-1,89,,,,,0.226381652,4.28164922,0.828703704,0.273175625,0.600665992,0,0
WBGene00017292,F09E5.16,89,,,,,0.147041147,8.307717647,0.939814815,0.156457575,0.576120501,0,0
WBGene00270319,F26A1.19,89,,,,,0.12379434,4.64058656,0.87037037,0.142231795,0.537883443,0,0
WBGene00017297,F09E10.7,90,Neurons,"This cluster prominently expresses dat-1, cat-2, cat-1, ast-1 which are all markers for the ADE_CEP_PDE neurons (Packer et al.). It also expresses lin-44 and 4R79.2 which are specific to ADE neurons as well as F56F11.1 and T28B8.4 which are specific to PDE neurons (CeNGEN).",Even after subclustering we couldn't differentiate between the neurons. ,CEP_ADE_PDE,0.722020437,93.14376183,0.986046512,0.732237708,0.882995863,0,0
WBGene00010335,F59F3.6,90,,,,,0.637405883,9.823781714,0.88372093,0.721275079,0.764930561,0,0
WBGene00000934,dat-1,90,,,,,0.578136032,4.806362596,0.730232558,0.791714948,0.604239648,0,0
WBGene00006535,tba-9,90,,,,,0.256540392,2.734782641,0.734883721,0.349089774,0.422019285,9.94E-303,3.42E-296
WBGene00018514,F46G11.1,90,,,,,0.266622472,1.918693385,0.539534884,0.494170961,0.405914398,3.25E-291,1.12E-284
WBGene00000296,cat-2,90,,,,,0.350403371,1.063128146,0.446511628,0.78475755,0.369778355,2.18E-265,7.48E-259
WBGene00008820,nlp-55,90,,,,,0.065081984,4.949461626,0.781395349,0.083289444,0.359901021,2.48E-258,8.52E-252
WBGene00045336,R11D1.12,90,,,,,0.113482788,3.812135715,0.660465116,0.171822531,0.347185312,2.99E-249,1.03E-242
WBGene00003657,nhr-67,90,,,,,0.177223137,1.385504247,0.511627907,0.346390677,0.336960619,5.99E-242,2.06E-235
WBGene00007374,C06C3.3,90,,,,,0.232166718,1.025238881,0.423255814,0.548525761,0.304448487,9.69E-219,3.33E-212
WBGene00011644,T09B9.3,91,Neurons,,,ADL,0.510536348,4.352209987,0.88372093,0.577712183,0.768719408,0,0
WBGene00012421,Y9C2UA.1,91,,,,,0.384383222,6.197375403,0.953488372,0.403133623,0.755247678,0,0
WBGene00010559,K04D7.6,91,,,,,0.55289587,3.432439198,0.827906977,0.667823663,0.730072463,0,0
WBGene00010575,flp-25,91,,,,,0.404220422,11.2943662,0.958139535,0.421880538,0.729972595,0,0
WBGene00016530,C39D10.2,91,,,,,0.305235568,9.365520602,0.939534884,0.324879442,0.712724025,0,0
WBGene00007604,xbx-9,91,,,,,0.347197817,5.967473061,0.906976744,0.382807849,0.70674488,0,0
WBGene00008840,F15A4.5,91,,,,,0.459025713,3.245419882,0.837209302,0.548280713,0.683024443,0,0
WBGene00011289,R102.2,91,,,,,0.167678932,142.2707213,0.995348837,0.168462479,0.641826246,0,0
WBGene00045208,F13E9.15,91,,,,,0.46832457,2.228325266,0.762790698,0.613962089,0.596083906,0,0
WBGene00007883,C33A12.4,91,,,,,0.134311091,15.92095196,1,0.134311091,0.585554639,0,0
WBGene00017600,ttr-10,92,Anal muscle is the only cell type where all these genes are prominently expressed,,,Anal muscle,0.678685195,16.14888074,0.947619048,0.716200457,0.827190082,0,0
WBGene00020722,T23B12.8,92,,,,,0.251447503,6.345154929,0.985714286,0.25509167,0.620911931,0,0
WBGene00011957,T23F11.6,92,,,,,0.342963136,1.696788055,0.661904762,0.518145745,0.450020175,2.67940470591793e-316,9.21109673372229e-310
WBGene00005000,spp-15,92,,,,,0.224778173,5.624332844,0.823809524,0.272852118,0.375120516,7.9E-264,2.72E-257
WBGene00011913,glb-26,92,,,,,0.141158814,1.757297548,0.780952381,0.18075214,0.355066056,8.62E-250,2.96E-243
WBGene00001863,him-4,92,,,,,0.246291749,3.966311849,0.60952381,0.404072401,0.32020683,2.11E-225,7.26E-219
WBGene00019650,K11D12.11,92,,,,,0.145279089,0.807133656,0.676190476,0.214849358,0.276698657,5.57E-195,1.92E-188
WBGene00017599,F19F10.3,92,,,,,0.160323245,3.525790837,0.60952381,0.263030324,0.274301077,2.64E-193,9.08E-187
WBGene00009476,F36F2.2,92,,,,,0.191964926,1.631039832,0.728571429,0.263481271,0.268371379,3.68E-189,1.27E-182
WBGene00001188,egl-20,92,,,,,0.224915091,0.949616786,0.366666667,0.613404794,0.241691105,1.62E-170,5.56E-164
WBGene00001608,R07B1.8,93,Glia,,,Glia_2,0.790004558,22.80575644,0.966346154,0.817517154,0.900379915,0,0
WBGene00015857,C16D9.1,93,,,,,0.508212738,20.56312526,0.951923077,0.533880048,0.751087546,0,0
WBGene00018470,F45E4.5,93,,,,,0.366852571,8.884520983,0.927884615,0.395364429,0.645482808,0,0
WBGene00000723,col-150,93,,,,,0.344157496,22.8875905,0.923076923,0.372837287,0.600541234,0,0
WBGene00008303,C54D10.9,93,,,,,0.378487582,5.514540024,0.860576923,0.439806799,0.593488527,0,0
WBGene00014053,ZK669.3,93,,,,,0.256030299,23.00862886,0.927884615,0.275929027,0.586950112,0,0
WBGene00015822,C16B8.2,93,,,,,0.515207475,6.781973712,0.774038462,0.665609657,0.580717574,0,0
WBGene00012034,T26C5.4,93,,,,,0.260232716,13.16455742,0.913461538,0.284886341,0.550594169,0,0
WBGene00009386,tag-290,93,,,,,0.247184073,11.96556626,0.899038462,0.274942713,0.544426792,0,0
WBGene00009986,F53F4.2,93,,,,,0.315486695,2.557473531,0.769230769,0.410132703,0.508205656,0,0
WBGene00009562,flp-22,94,Neurons,"A subpopulation of this cluster expresses: flp-10, T02C12.5, unc-25, flp-28, nlp-40, D1007.19, flp-22, flr-2, T05A8.3, shw-1 which are all markers for DVB neurons.",,AVL and DVB,0.181501447,54.40141036,0.819512195,0.22147498,0.536614698,0,0
WBGene00001466,flr-2,94,,,,,0.192821816,5.619163326,0.780487805,0.247052951,0.53293177,0,0
WBGene00044686,flp-28,94,,,,,0.178845119,80.20314138,0.824390244,0.216942304,0.500248388,0,0
WBGene00003744,nlp-6,94,,,,,0.253255934,51.45251451,0.804878049,0.314651312,0.488161506,0,0
WBGene00017671,pgal-1,94,,,,,0.048096447,11.80399844,0.814634146,0.059040548,0.324447443,1.05E-223,3.62E-217
WBGene00019324,K02F2.5,94,,,,,0.043105739,13.17638953,0.814634146,0.05291423,0.312567209,1.45E-215,4.98E-209
WBGene00001449,flp-6,94,,,,,0.067322566,8.717050906,0.673170732,0.10000816,0.310699684,2.75E-214,9.46E-208
WBGene00045048,D1007.19,94,,,,,0.162084041,1.733673228,0.4,0.405210102,0.255217923,2.65E-176,9.12E-170
WBGene00001172,egl-3,94,,,,,0.027191532,3.269720259,0.726829268,0.037411168,0.219299586,9.96E-152,3.42E-145
WBGene00001189,egl-21,94,,,,,0.022045987,4.493623434,0.780487805,0.02824642,0.206485592,5.79E-143,1.99E-136
WBGene00044922,Y43C5A.7,95,Neurons,,,RIC,0.538315676,22.03058678,0.994974874,0.541034442,0.939532837,0,0
WBGene00011640,T09A5.14,95,,,,,0.689426301,19.08605757,0.964824121,0.714561635,0.899152558,0,0
WBGene00022302,Y76B12C.8,95,,,,,0.325330143,7.539930455,0.949748744,0.342543378,0.764923895,0,0
WBGene00019750,M03D4.3,95,,,,,0.358534479,7.057367227,0.904522613,0.396379785,0.732091672,0,0
WBGene00077599,T20F5.8,95,,,,,0.696202088,3.168961845,0.814070352,0.855211206,0.726598157,0,0
WBGene00010982,flp-32,95,,,,,0.281083578,10.90090665,0.969849246,0.289821928,0.701266157,0,0
WBGene00009107,F25D1.2,95,,,,,0.667978026,2.05707099,0.75879397,0.880315412,0.685256994,0,0
WBGene00017661,frpr-6,95,,,,,0.300999541,3.896209057,0.854271357,0.352346521,0.650756702,0,0
WBGene00019355,K03B4.4,95,,,,,0.182685614,11.38114346,0.949748744,0.192351519,0.633733332,0,0
WBGene00017717,F22F4.4,95,,,,,0.158279846,6.137186773,0.959798995,0.164909368,0.561895522,0,0
WBGene00013588,nlp-42,96,Neurons,,,AIN,0.814199426,85.25466143,1,0.814199426,0.979406852,0,0
WBGene00002111,ins-28,96,,,,,0.336950069,41.3353264,0.994949495,0.338660475,0.786793644,0,0
WBGene00011428,T04C12.3,96,,,,,0.203362473,40.38358314,0.994949495,0.204394769,0.6810743,0,0
WBGene00000920,daf-28,96,,,,,0.190353053,12.40427374,0.97979798,0.194277858,0.643642679,0,0
WBGene00010632,K07C5.9,96,,,,,0.194680028,7.62759502,0.95959596,0.202877082,0.606800481,0,0
WBGene00007881,nlp-35,96,,,,,0.157616759,6.757020635,0.96969697,0.162542283,0.593601064,0,0
WBGene00019355,K03B4.4,96,,,,,0.144442604,8.076878107,0.974747475,0.148184641,0.586109197,0,0
WBGene00006380,tab-1,96,,,,,0.365942888,2.006506466,0.732323232,0.499701322,0.545957389,0,0
WBGene00044557,ZC13.10,96,,,,,0.338308495,1.832661897,0.712121212,0.475071503,0.525738338,0,0
WBGene00001462,flp-19,96,,,,,0.109258178,24.35568153,1,0.109258178,0.497419273,0,0
WBGene00000140,anc-1,97,Unassigned sheath cells,,,Unassigned sheath cells,0.152198533,15.47178313,0.953367876,0.159643027,0.369409848,1.13E-241,3.87E-235
WBGene00022534,syx-16,97,,,,,0.228920089,4.911880156,0.725388601,0.315582694,0.265530016,3.82E-174,1.31E-167
WBGene00015061,cpna-2,97,,,,,0.110500532,2.267670972,0.689119171,0.160350396,0.207142927,3.14E-136,1.08E-129
WBGene00002026,hsp-70,97,,,,,0.056656493,8.31283017,0.761658031,0.074385736,0.206385634,9.75E-136,3.35E-129
WBGene00009888,F49E2.5,97,,,,,0.07494977,3.60311417,0.678756477,0.110422181,0.203971995,3.6E-134,1.24E-127
WBGene00003072,lrp-2,97,,,,,0.095414682,2.446829749,0.616580311,0.154748182,0.19839096,1.51E-130,5.19E-124
WBGene00022382,Y94H6A.10,97,,,,,0.089917304,3.9151065,0.735751295,0.122211547,0.198199105,2.01E-130,6.91E-124
WBGene00001488,frm-1,97,,,,,0.081102715,5.59038714,0.81865285,0.099068506,0.195886095,6.38E-129,2.19E-122
WBGene00006759,unc-22,97,,,,,0.093547555,1.99985857,0.621761658,0.150455651,0.191220552,6.81E-126,2.34E-119
WBGene00006801,unc-68,97,,,,,0.068397745,2.234519506,0.549222798,0.124535517,0.171993154,2.05E-113,7.05E-107
WBGene00044683,C36E6.8,98,Spermatheca is the only cell type where all these genes are expressed,"This cluster does not prominently express gene markers for the distal-most (neck) spermatheca cells: apx-1 and let-502. Additionally expresses mel-11, a marker for the spermatheca bag cells. This cluster also expresses ajm-1 and par-3 which are gene markers for the distal portion of the spermatheca bag.",,Spermatheca bag distal,0.382104483,11.23204718,0.947089947,0.403451103,0.683668144,0,0
WBGene00003981,pes-8,98,,,,,0.356277995,3.039320079,0.814814815,0.437250267,0.526696174,0,0
WBGene00000777,cpn-1,98,,,,,0.225546855,5.097555004,0.91005291,0.247839277,0.502706011,1.28457067918724e-322,4.41602000666915e-316
WBGene00045245,ttr-34,98,,,,,0.183310272,19.22233984,1,0.183310272,0.477006527,3.68E-306,1.26E-299
WBGene00011460,ttr-14,98,,,,,0.229456095,60.31765829,1,0.229456095,0.451238861,1.13E-289,3.87E-283
WBGene00015780,C14F11.4,98,,,,,0.291041962,13.97859351,0.957671958,0.303905696,0.439866891,2.11E-282,7.26E-276
WBGene00003776,nmy-1,98,,,,,0.230842322,11.58095609,0.968253968,0.238410922,0.439778335,2.41E-282,8.27E-276
WBGene00011436,T04F3.1,98,,,,,0.23547236,6.612082222,0.862433862,0.273032369,0.439559316,3.32E-282,1.14E-275
WBGene00006060,sth-1,98,,,,,0.224997531,5.212021586,0.91005291,0.247235659,0.431884762,2.69E-277,9.24E-271
WBGene00023451,mlc-7,98,,,,,0.153908962,7.107220522,0.915343915,0.168143317,0.377895265,8.69E-243,2.99E-236
WBGene00020862,fip-2,99,Pharyngeal gland is the only cell type where all these genes are prominently expressed ,"This cluster expresses gly-15, fip-2, F08D12.3 and H22K11.3 which are all g2 pharyngeal gland cell markers. ",,g2 (pharyngeal gland) ,0.730386661,248.4688832,1,0.730386661,0.943595651,0,0
WBGene00008298,C54D10.3,99,,,,,0.690418057,138.3521474,1,0.690418057,0.933383913,0,0
WBGene00017246,F08D12.2,99,,,,,0.839213543,83.73188318,0.983957219,0.852896373,0.907258631,0,0
WBGene00017247,F08D12.3,99,,,,,0.856610797,27.45406205,0.989304813,0.865871455,0.894626654,0,0
WBGene00022445,Y110A2AL.9,99,,,,,0.833676293,43.95830093,0.962566845,0.866097038,0.833168678,0,0
WBGene00011394,T03D8.7,99,,,,,0.646697086,10.90562639,0.914438503,0.707206755,0.788362745,0,0
WBGene00003097,lys-8,99,,,,,0.417417082,18.49721235,0.989304813,0.421929699,0.753605076,0,0
WBGene00022440,Y110A2AL.3,99,,,,,0.752704567,20.1611546,0.893048128,0.842848827,0.745950984,0,0
WBGene00018365,tpst-2,99,,,,,0.769330065,3.094064731,0.855614973,0.899154514,0.744205341,0,0
WBGene00014006,ZK596.1,99,,,,,0.400306046,23.01587,0.989304813,0.404633679,0.724992468,0,0
WBGene00000277,cab-1,100,Neurons,"This cluster is made up of two subpopulations: one subpopulation prominently expresses the RIG markers flp-24,nlp-21,flp-18,T22E5.1,F41E7.7,nlp-8,F17C11.2,F58H1.7,nlp-50,nlp-11 while the second subpopulation prominently expresses the RIB markers flp-9,pdf-1,zig-5,unc-25,flp-2,rskn-1,ZC434.9,nlp-13,F46B6.9,snt-6 ",,RIB and RIG,0.040445251,7.785472957,0.962566845,0.042018121,0.345157772,7.38E-220,2.54E-213
WBGene00011392,sbt-1,100,,,,,0.03230558,16.5873487,0.983957219,0.032832302,0.33908598,5.13E-216,1.76E-209
WBGene00017671,pgal-1,100,,,,,0.031639851,5.752445266,0.957219251,0.033053923,0.306866229,1.23E-195,4.23E-189
WBGene00001461,flp-18,100,,,,,0.136663388,27.18733344,0.486631016,0.280835753,0.266812493,2.59E-170,8.92E-164
WBGene00001189,egl-21,100,,,,,0.029116392,5.392847307,0.887700535,0.032799791,0.266021888,8.2E-170,2.82E-163
WBGene00022144,pghm-1,100,,,,,0.027544326,5.979794473,0.893048128,0.030843048,0.260498982,2.54E-166,8.72E-160
WBGene00013895,ZC434.9,100,,,,,0.161139613,3.064629209,0.465240642,0.346357558,0.245826978,4.75E-157,1.63E-150
WBGene00020854,T27C4.1,100,,,,,0.029963598,4.900743985,0.871657754,0.034375416,0.243313488,1.84E-155,6.33E-149
WBGene00001172,egl-3,100,,,,,0.027778022,2.998174919,0.796791444,0.03486235,0.236080254,6.85E-151,2.35E-144
WBGene00009774,F46B6.9,100,,,,,0.085723001,1.760351271,0.411764706,0.208184432,0.235044427,3.09E-150,1.06E-143
WBGene00008914,F17C11.2,101,Neurons,,,RIV,0.215327174,37.068327,1,0.215327174,0.799854483,0,0
WBGene00001448,flp-5,101,,,,,0.105488441,29.17285333,1,0.105488441,0.599984934,0,0
WBGene00009562,flp-22,101,,,,,0.138255635,29.26638772,1,0.138255635,0.598994408,0,0
WBGene00019734,M02E1.2,101,,,,,0.216907136,23.99730735,0.983783784,0.220482528,0.513514763,1.48219693752374e-323,5.09540770000286e-317
WBGene00018258,F41B4.2,101,,,,,0.135182328,12.14650915,0.983783784,0.137410609,0.505872262,1.05174718424101e-318,3.6156333651527e-312
WBGene00020368,ast-1,101,,,,,0.19386777,3.71729209,0.821621622,0.235957483,0.504258534,1.08629867705163e-317,3.73441241404746e-311
WBGene00017076,D2096.9,101,,,,,0.153921238,3.602553965,0.816216216,0.188579,0.502592914,1.20939137781407e-316,4.15757311516653e-310
WBGene00003756,nlp-18,101,,,,,0.092567007,19.29611976,0.983783784,0.094092836,0.474289741,7.3E-299,2.51E-292
WBGene00012440,nlp-53,101,,,,,0.162722717,4.780346803,0.875675676,0.185825325,0.473086569,4.16E-298,1.43E-291
WBGene00015427,C04E6.13,101,,,,,0.177139509,6.979918312,0.945945946,0.187261766,0.469346127,9.29E-296,3.19E-289
WBGene00194921,ZK742.7,102,Neurons,,,RMH,0.201456495,11.51071853,0.967391304,0.208247163,0.789630241,0,0
WBGene00018298,nlp-50,102,,,,,0.148755722,43.36448261,0.967391304,0.15376996,0.626570631,0,0
WBGene00044615,B0252.8,102,,,,,0.233342893,8.24383245,0.967391304,0.241208384,0.622679642,0,0
WBGene00015354,snet-1,102,,,,,0.194105905,89.3704551,0.983695652,0.19732313,0.619435134,0,0
WBGene00001464,flp-21,102,,,,,0.136805288,9.246058391,0.945652174,0.144667661,0.541396037,0,0
WBGene00010982,flp-32,102,,,,,0.160502489,5.585539407,0.918478261,0.174748272,0.50842272,8.1824681935998e-319,2.81291982078658e-312
WBGene00270319,F26A1.19,102,,,,,0.094722375,3.129651456,0.902173913,0.104993475,0.472478535,2.44E-296,8.4E-290
WBGene00004771,sem-2,102,,,,,0.365037526,1.534560339,0.663043478,0.5505484,0.446902143,2.36E-280,8.11E-274
WBGene00018871,F55C12.4,102,,,,,0.140866598,2.977398681,0.836956522,0.168308142,0.444991652,3.69E-279,1.27E-272
WBGene00019734,M02E1.2,102,,,,,0.137640576,13.38424151,0.972826087,0.141485285,0.434988974,6.55E-273,2.25E-266
WBGene00011913,glb-26,103,hmc is the only cell type where all these genes are prominently expressed ,,,hmc,0.571038165,8.096651835,0.950819672,0.600574622,0.790547845,0,0
WBGene00012265,W04G5.4,103,,,,,0.604843191,3.31713558,0.781420765,0.774030097,0.655853109,0,0
WBGene00007551,C13C4.7,103,,,,,0.610973046,4.417606594,0.896174863,0.681756509,0.635794408,0,0
WBGene00000370,ccg-1,103,,,,,0.344798772,12.73842254,0.983606557,0.350545418,0.576435491,0,0
WBGene00002253,lbp-1,103,,,,,0.325088411,32.08675897,1,0.325088411,0.575906144,0,0
WBGene00020722,T23B12.8,103,,,,,0.188345148,5.115313558,0.868852459,0.216774604,0.509468646,5.71141862855064e-318,1.96343722761137e-311
WBGene00019476,K07C11.3,103,,,,,0.211527786,3.153301868,0.825136612,0.256354867,0.440490806,4.7E-275,1.62E-268
WBGene00019361,K03E5.2,103,,,,,0.175767362,14.87084549,0.93989071,0.187008297,0.366932539,2.45E-229,8.42E-223
WBGene00002254,lbp-2,103,,,,,0.121401211,12.78391492,0.972677596,0.124811357,0.343022861,1.73E-214,5.95E-208
WBGene00017127,E04F6.8,103,,,,,0.247081625,2.983312251,0.644808743,0.38318591,0.335177585,1.29E-209,4.42E-203
WBGene00003740,nlp-2,104,Neurons,,,AWA,0.716905715,19.22288468,0.988764045,0.725052371,0.87108447,0,0
WBGene00086553,ZC334.13,104,,,,,0.65714132,6.820833798,0.887640449,0.740323765,0.794967369,0,0
WBGene00003856,odr-10,104,,,,,0.683117723,3.38103649,0.842696629,0.810633032,0.751388965,0,0
WBGene00020582,oig-8,104,,,,,0.412769109,4.872368746,0.91011236,0.453536428,0.725210453,0,0
WBGene00021755,hpo-38,104,,,,,0.578868392,4.16704727,0.887640449,0.652142872,0.721692822,0,0
WBGene00008025,C39B10.5,104,,,,,0.444645175,3.7163868,0.859550562,0.517299615,0.691306564,0,0
WBGene00013812,Y116A8C.40,104,,,,,0.499171853,2.146616295,0.775280899,0.643859346,0.626946948,0,0
WBGene00017717,F22F4.4,104,,,,,0.21848215,9.678521322,0.938202247,0.23287319,0.612309056,0,0
WBGene00002109,ins-26,104,,,,,0.223825885,16.38340263,0.966292135,0.231633765,0.604573995,0,0
WBGene00007553,C13G3.1,104,,,,,0.202772893,14.04158172,0.988764045,0.20507713,0.587240523,0,0
WBGene00015919,C17G10.7,105,Neurons,,,AWB,0.445346277,8.675792487,0.916666667,0.485832302,0.732511922,0,0
WBGene00010979,R02D5.6,105,,,,,0.648798886,2.790622459,0.797619048,0.813419498,0.702452808,0,0
WBGene00003741,nlp-3,105,,,,,0.218313357,38.32863477,0.988095238,0.220943638,0.688090039,0,0
WBGene00007553,C13G3.1,105,,,,,0.302566163,24.63225949,0.964285714,0.313772317,0.674425989,0,0
WBGene00016634,C44B11.4,105,,,,,0.222173671,21.83449495,0.994047619,0.223504052,0.673451567,0,0
WBGene00010632,K07C5.9,105,,,,,0.246110723,10.68267647,0.94047619,0.261687351,0.628413251,0,0
WBGene00017180,F02E11.2,105,,,,,0.252823691,9.873064136,0.952380952,0.265464875,0.625415347,0,0
WBGene00018188,F38E9.6,105,,,,,0.195775385,6.167224049,0.916666667,0.213573148,0.596139718,0,0
WBGene00045336,R11D1.12,105,,,,,0.211339451,6.200258421,0.851190476,0.248286908,0.510218575,8.91E-296,3.06E-289
WBGene00009379,F34H10.2,105,,,,,0.205613001,2.570115011,0.75,0.274150667,0.506115181,2.09E-293,7.19E-287
WBGene00045386,C02B4.4,106,Neurons,,,ASH,0.738090645,15.78482116,0.97005988,0.760871221,0.916299942,0,0
WBGene00010848,M04B2.6,106,,,,,0.40912731,8.258654011,0.964071856,0.42437429,0.779312119,0,0
WBGene00003890,osm-10,106,,,,,0.444853191,5.888152349,0.928143713,0.479293438,0.748325483,0,0
WBGene00007511,C10C5.7,106,,,,,0.436368256,12.37197403,0.97005988,0.449836412,0.716651574,0,0
WBGene00045331,F14D7.12,106,,,,,0.322512249,4.841390012,0.898203593,0.359063637,0.649762306,0,0
WBGene00011289,R102.2,106,,,,,0.192720165,171.2130108,0.994011976,0.19388113,0.648435942,0,0
WBGene00007883,C33A12.4,106,,,,,0.153212901,19.05946427,0.994011976,0.15413587,0.609489818,0,0
WBGene00008522,F02D8.5,106,,,,,0.195951165,4.949325444,0.94011976,0.208432131,0.570308774,0,0
WBGene00020714,T23B3.6,106,,,,,0.459064855,1.480722627,0.670658683,0.684498489,0.557222674,2.79641155546146e-321,9.61333586067206e-315
